"(2,1)",,,,,,,,,,,,,
wall,door,wall,wall,,,,,,,,,,
wall,wall,wall,wall,wall,wall,empty,empty,wall,wall,wall,wall,wall,wall
wall,blueB,blueB,blueB,blueB,blueB,blueB,blueB,blueB,blueB,blueB,blueB,blueB,wall
wall,blueB,blueB,blueB,blueB,blueB,blueB,blueT,blueB,blueB,blueB,blueB,blueB,wall
wall,blueB,blueB,blueB,blueB,blueB,blueT,blueB,blueT,blueB,blueB,blueB,blueB,wall
empty,blueB,blueB,blueB,blueB,blueT,blueB,blueB,blueB,blueT,blueB,blueB,blueB,empty
wall,blueB,blueB,blueB,blueB,blueB,blueT,blueB,blueT,blueB,blueB,blueB,blueB,wall
wall,blueB,blueB,blueB,blueB,blueB,blueB,blueT,blueB,blueB,blueB,blueB,blueB,wall
wall,blueB,blueB,blueB,blueB,blueB,blueB,blueB,blueB,blueB,blueB,blueB,blueB,wall
wall,wall,wall,wall,wall,wall,empty,empty,wall,wall,wall,wall,wall,wall
"spiketrap(1,1)","spiketrap(12,1)","spiketrap(1,7)","spiketrap(12,7)",,,,,,,,,,
